Research Field,Number of Authors,Average H-Index,Average i10-Index,Max H-Index,Min H-Index,Total H-Index
Scientometrics,3,10.0,9.33,15,6,30
Ingnierie Des Enzymes,1,10.0,11.0,10,10,10
Plant Molecular Signalling,1,10.0,10.0,10,10,10
Linear Algebra,3,10.0,13.0,20,4,30
Bioplastics,1,10.0,10.0,10,10,10
Mesure De Performance,1,10.0,10.0,10,10,10
Graphne,2,10.0,14.0,18,2,20
Advanced Driving Assisting System,1,10.0,10.0,10,10,10
Gntique Des Populations Biodiversit,1,10.0,11.0,10,10,10
Damage,1,10.0,11.0,10,10,10
Bimedical Signals,1,10.0,10.0,10,10,10
Radiation,1,10.0,11.0,10,10,10
Gomatriaux & Archomatriaux,1,10.0,10.0,10,10,10
Franck-Condon,1,10.0,10.0,10,10,10
Corporate Finance - Banking - Financial,1,10.0,11.0,10,10,10
Olive Oil,1,10.0,10.0,10,10,10
Gntique Et Biotechnologies Animales,1,10.0,12.0,10,10,10
Texture,1,10.0,11.0,10,10,10
Nergtique Et Nergie Renouvelable,1,10.0,11.0,10,10,10
Efficience,1,10.0,10.0,10,10,10
Micromechanics,1,10.0,11.0,10,10,10
Fog Computing,1,10.0,10.0,10,10,10
Traitement Des Eaux Uses Par Le Procd D',1,10.0,11.0,10,10,10
Mhd Turbulence,1,10.0,10.0,10,10,10
Produits Et Procds Lis,1,10.0,10.0,10,10,10
Malware Analysis,1,10.0,10.0,10,10,10
Acide Phosphorique,1,10.0,10.0,10,10,10
Molecular Biotechnology,1,10.0,11.0,10,10,10
Incertitudes,1,10.0,10.0,10,10,10
Property Rights,1,10.0,11.0,10,10,10
Physique-Electronique,1,10.0,11.0,10,10,10
Microextraction,1,10.0,10.0,10,10,10
Plant Biology,3,10.0,12.33,17,4,30
Data Conversion,1,10.0,10.0,10,10,10
Power System Stability And Control,1,10.0,10.0,10,10,10
Knowledge System,1,10.0,12.0,10,10,10
Plant-Pathogen Interactions,1,10.0,11.0,10,10,10
Codesign,1,10.0,11.0,10,10,10
Ambient Assisted Living,1,10.0,12.0,10,10,10
Macroeconometrics Islamic Finance,1,10.0,11.0,10,10,10
Caractrisation Lectrique Des Structures,1,10.0,10.0,10,10,10
Biochemistrie,1,10.0,10.0,10,10,10
Financial Literacy,1,10.0,11.0,10,10,10
Android Security,1,10.0,10.0,10,10,10
Hardware/Software Implementation,1,10.0,11.0,10,10,10
Lignes De Production,1,10.0,10.0,10,10,10
Mthodes Statistiques Et Conomtrie Des,1,10.0,11.0,10,10,10
Synthse Zolithe,1,10.0,11.0,10,10,10
Integral Transforms,1,10.0,10.0,10,10,10
Les Matriaux Composites,1,10.0,10.0,10,10,10
Plant Omics,1,10.0,11.0,10,10,10
Multiphysics Optimization,1,10.0,10.0,10,10,10
Smart Grid,15,9.93,12.87,17,3,149
Pattern Recognition,39,9.92,14.69,28,1,387
Power Electronics,13,9.92,12.38,26,4,129
Energy,26,9.81,16.54,51,1,255
Macroeconomics,5,9.8,15.2,23,0,49
Medicine,4,9.75,16.0,26,1,39
Water Resources,4,9.75,12.25,23,3,39
Software Testing,3,9.67,9.67,12,6,29
Information Systems,6,9.67,23.0,26,3,58
Dynamical Systems,6,9.67,13.0,23,4,58
Acoustique,3,9.67,10.0,13,6,29
Power System,3,9.67,11.0,12,6,29
Gnie Mcanique,10,9.6,12.0,28,2,96
Image And Video Processing,7,9.57,10.43,18,1,67
Text Mining,7,9.57,12.86,15,1,67
Biotechnologies,2,9.5,10.0,12,7,19
Combinatorial Optimisation,2,9.5,9.0,11,8,19
Physique Statistique,2,9.5,10.5,13,6,19
Lmis,2,9.5,9.5,15,4,19
Nanoparticles,4,9.5,26.75,30,0,38
Real-Time Control,2,9.5,9.0,11,8,19
Plant-Microbe Interactions,2,9.5,12.0,15,4,19
Probability And Statistics,2,9.5,12.0,14,5,19
Pdagogie Mdicale,4,9.5,13.0,21,4,38
Reconfigurable Architecture,2,9.5,9.0,11,8,19
Applied Machine Learning,2,9.5,12.0,14,5,19
Pidmiologie,2,9.5,8.0,14,5,19
Contrle,2,9.5,12.5,15,4,19
Endocrinologie,2,9.5,11.0,15,4,19
Multi-Objective Optimization,8,9.5,10.25,32,1,76
Neurosurgery,4,9.5,15.5,25,3,38
Scientific Computing,2,9.5,13.0,19,0,19
Multi-Agent Systems,6,9.5,15.5,26,2,57
Analysis,2,9.5,11.5,14,5,19
Mathematical Physics,2,9.5,17.0,14,5,19
Cad/Cam/Cae Integration,2,9.5,10.5,11,8,19
Cotoxicology,2,9.5,11.5,17,2,19
Advanced Control,2,9.5,11.0,14,5,19
Biomaterials,4,9.5,9.25,14,6,38
Tunisian Dialect Nlp,2,9.5,9.0,10,9,19
Business Administration,2,9.5,14.0,17,2,19
Named Data Networks,2,9.5,10.5,10,9,19
Chimie,27,9.48,11.11,30,2,256
Control Theory,21,9.48,12.57,43,0,199
Biologie,39,9.46,12.1,26,0,369
Control Systems,9,9.44,21.22,33,0,85
Organic Chemistry,7,9.43,10.71,18,2,66
Hydrologie,7,9.43,10.57,19,3,66
Knowledge Management,10,9.4,16.1,26,2,94
Sports Medicine,3,9.33,9.33,10,9,28
Botanique,3,9.33,10.33,13,4,28
Applied Mathematics,7,9.29,12.71,24,1,65
Physique Des Matriaux,7,9.29,8.86,12,5,65
Science Des Matriaux,4,9.25,11.75,23,2,37
Materials Sciences,4,9.25,9.25,14,5,37
Combinatorial Optimization,12,9.25,13.42,28,1,111
Chimie Inorganique,4,9.25,10.75,14,2,37
Applied Econometrics,5,9.2,9.8,14,3,46
Numerical Analysis,5,9.2,11.8,19,1,46
Fault Tolerant Control,6,9.17,10.67,15,3,55
Wireless Communications,9,9.11,11.11,16,4,82
Operator Theory,11,9.09,11.09,20,0,100
Biochemistry,17,9.06,10.41,23,2,154
Physique,28,9.04,10.89,30,1,253
Mcanique Agricole,1,9.0,7.0,9,9,9
Calcul Numrique,1,9.0,9.0,9,9,9
Conception Des Systmes Mcaniques,1,9.0,9.0,9,9,9
Hydrogen Bonding,1,9.0,9.0,9,9,9
Gis And Spatial Analysis,1,9.0,9.0,9,9,9
Cramique,1,9.0,9.0,9,9,9
Software Architectures Engineering,1,9.0,8.0,9,9,9
Geography,1,9.0,7.0,9,9,9
Interaction Homme-Machine,1,9.0,9.0,9,9,9
Spatial Econometrics,1,9.0,8.0,9,9,9
Surfactants Et Cristaux Liquides,1,9.0,9.0,9,9,9
Rheumatology,1,9.0,7.0,9,9,9
Earth And Environmental Sciences,1,9.0,9.0,9,9,9
Dictionnaires Historiques,1,9.0,9.0,9,9,9
Vrification Formelle,2,9.0,8.5,14,4,18
Stochastic Analysis,2,9.0,16.0,17,1,18
Syn,1,9.0,9.0,9,9,9
Biological Activity,2,9.0,9.5,14,4,18
Case-Based Reasoning,1,9.0,9.0,9,9,9
Adaptation,2,9.0,9.5,13,5,18
Material Science And Engineering,1,9.0,8.0,9,9,9
Scalable & Distributed Data Management,1,9.0,8.0,9,9,9
Coxeter Group,1,9.0,9.0,9,9,9
Isolateur Pollu,1,9.0,8.0,9,9,9
Traitement Du Signal Biomdical,1,9.0,9.0,9,9,9
Biologie De La Reproduction,1,9.0,9.0,9,9,9
Radiofrequency Therapy,1,9.0,9.0,9,9,9
Gestion Et Optimisation De La Production De L',1,9.0,9.0,9,9,9
Doe,1,9.0,9.0,9,9,9
Artificial Intelligence - Intelligent Machines,1,9.0,9.0,9,9,9
Dynamique,1,9.0,9.0,9,9,9
Materiel Behavior,1,9.0,9.0,9,9,9
Fragmentation By Blasting,1,9.0,9.0,9,9,9
Cardiovascular Diseases,1,9.0,7.0,9,9,9
Informatique Industriel,1,9.0,9.0,9,9,9
Number Theory,3,9.0,9.67,16,2,27
Time Series Analysis & Forecasting,1,9.0,8.0,9,9,9
Genetic Algorithms,1,9.0,7.0,9,9,9
Conomie De L'Environnement Et De L'Energie,1,9.0,9.0,9,9,9
Phnomnes Critiques,1,9.0,9.0,9,9,9
Stochastic Calculus,1,9.0,9.0,9,9,9
Synthse En Milieu Polyol,1,9.0,9.0,9,9,9
Sciences Halieutiques,1,9.0,8.0,9,9,9
Energy Engineering - Fluid Mechanics,1,9.0,7.0,9,9,9
Plant Breeding,1,9.0,8.0,9,9,9
Tunisian Arabic Processing,1,9.0,8.0,9,9,9
Arabic Natural Language Processing,4,9.0,16.5,23,3,36
E-Learning Systems,1,9.0,8.0,9,9,9
Spcification Formelle,1,9.0,9.0,9,9,9
Elearning,2,9.0,12.5,13,5,18
Negociation Systems,1,9.0,9.0,9,9,9
Acoustic,1,9.0,9.0,9,9,9
Microbiologie Environmentale,1,9.0,9.0,9,9,9
Digital Forensics,1,9.0,8.0,9,9,9
Dveloppement De Logiciel,1,9.0,9.0,9,9,9
Vision Par Ordinateur,2,9.0,8.5,10,8,18
Audit Committee,1,9.0,8.0,9,9,9
Rf Circuits,1,9.0,9.0,9,9,9
Transformation Gntique Des Plantes,1,9.0,9.0,9,9,9
Gnie Civil - Comportement Des Gomatriaux,1,9.0,8.0,9,9,9
Sciences Et Technologie,1,9.0,9.0,9,9,9
Adhoc Networks,1,9.0,9.0,9,9,9
Pche Et Aquaculture,1,9.0,8.0,9,9,9
Geomatics/ Mapping & Spatial Analysis,1,9.0,9.0,9,9,9
Decision Making Approach,1,9.0,9.0,9,9,9
Brevet D'Invention,1,9.0,9.0,9,9,9
Proprit Intellectuelle,1,9.0,9.0,9,9,9
Information Centric Networks,1,9.0,9.0,9,9,9
Annotation Systems,1,9.0,9.0,9,9,9
Chemometrics,1,9.0,9.0,9,9,9
Securit Informatique,1,9.0,7.0,9,9,9
Bilevel Optimization,1,9.0,7.0,9,9,9
Surveillance,1,9.0,9.0,9,9,9
Cycles - Volatility - Long Memory Time Series,1,9.0,6.0,9,9,9
Chromatography,2,9.0,8.5,10,8,18
Neurosurgery - Spine Surgery,1,9.0,7.0,9,9,9
Qualit De L'Enseignement Suprieur,1,9.0,7.0,9,9,9
Rseaux De Petri,2,9.0,8.5,9,9,18
Transition De Phases,1,9.0,9.0,9,9,9
Multi-Objective Genetic Algorithms,1,9.0,7.0,9,9,9
Earnings Quality,1,9.0,8.0,9,9,9
Systematics,1,9.0,9.0,9,9,9
Steganalysis,1,9.0,8.0,9,9,9
Proprits Lectriques De Matriaux,1,9.0,9.0,9,9,9
Fiabilit Mcanique,1,9.0,9.0,9,9,9
Microwave Engineering,1,9.0,7.0,9,9,9
Mda,1,9.0,8.0,9,9,9
Microwaves And Signals Processing,1,9.0,8.0,9,9,9
Polymres,3,9.0,10.67,18,2,27
Spectral Theory,6,9.0,8.67,17,3,54
Mobility Management,1,9.0,9.0,9,9,9
Comptabilit Financire,1,9.0,9.0,9,9,9
Change Detection,1,9.0,9.0,9,9,9
Polymeric Composite,1,9.0,9.0,9,9,9
Bee Colony Optimization,1,9.0,7.0,9,9,9
Protomique,1,9.0,9.0,9,9,9
Ds,1,9.0,9.0,9,9,9
Cosmtologie,1,9.0,8.0,9,9,9
Calibration,1,9.0,9.0,9,9,9
Cellules Solaires,2,9.0,10.5,11,7,18
Formal Methods For Interactive System Design,1,9.0,9.0,9,9,9
Entrepreneurship And Innovation,1,9.0,9.0,9,9,9
Energie Renouvelable,2,9.0,9.5,15,3,18
Systmes D'Information,3,9.0,17.0,17,4,27
Pulses,1,9.0,8.0,9,9,9
Cancer Therapy,1,9.0,9.0,9,9,9
Pratiques Antirosives,1,9.0,9.0,9,9,9
Electrical Machines Drives,1,9.0,9.0,9,9,9
Compuational Phyics,1,9.0,7.0,9,9,9
Strongly Correlated Electrons,1,9.0,9.0,9,9,9
Smart Gover,1,9.0,9.0,9,9,9
Chitosane,1,9.0,9.0,9,9,9
Vicia Faba,1,9.0,8.0,9,9,9
Sant Publique,2,9.0,9.5,12,6,18
Reasoning And Decision Making Under,1,9.0,9.0,9,9,9
Geomatics,1,9.0,7.0,9,9,9
Crystal Chemistry,1,9.0,9.0,9,9,9
Healthcare,1,9.0,6.0,9,9,9
Magnetic Refrigeration,1,9.0,7.0,9,9,9
Suspension,1,9.0,9.0,9,9,9
Amlioration Gntique,1,9.0,9.0,9,9,9
Monocristal,1,9.0,9.0,9,9,9
Cancerologie,1,9.0,9.0,9,9,9
Magnetisme,1,9.0,7.0,9,9,9
Commodity Markets,1,9.0,9.0,9,9,9
Preference Queries,1,9.0,9.0,9,9,9
Mcaniques Des Matriaux,1,9.0,7.0,9,9,9
Machines Tournantes,1,9.0,9.0,9,9,9
Oncologie,1,9.0,9.0,9,9,9
Sciences Economiques,2,9.0,10.0,14,4,18
Mthodes Arborescentes,1,9.0,8.0,9,9,9
Faba Bean,1,9.0,8.0,9,9,9
Secure Communication,1,9.0,9.0,9,9,9
Thermal Therapy,1,9.0,9.0,9,9,9
Data Encryption And Decryption,1,9.0,9.0,9,9,9
Capital Markets,1,9.0,9.0,9,9,9
Earning Quality,1,9.0,9.0,9,9,9
Proprits Fonctionnelles,1,9.0,9.0,9,9,9
Systmes Temps Rel,1,9.0,8.0,9,9,9
Marketing Research,1,9.0,9.0,9,9,9
Concrete And Cementitious Composites,1,9.0,8.0,9,9,9
Radiopdiatrie,1,9.0,9.0,9,9,9
Biometrics,3,9.0,9.0,15,4,27
Semiconducteurs Organiques,2,9.0,8.5,10,8,18
Graphene Electronic Devices,1,9.0,9.0,9,9,9
Service Science,1,9.0,9.0,9,9,9
Digitalisation,1,9.0,9.0,9,9,9
Science Of Sport,1,9.0,9.0,9,9,9
Mechanical Surface Treatment And Fatigue,1,9.0,9.0,9,9,9
Renewlable Energy,2,9.0,12.5,15,3,18
Quantum Dot,1,9.0,7.0,9,9,9
Usinage Non Conventionnel,1,9.0,9.0,9,9,9
Embedded Vision,2,9.0,11.5,13,5,18
Numeriques,1,9.0,9.0,9,9,9
Resource Economics,1,9.0,9.0,9,9,9
Concrete,1,9.0,9.0,9,9,9
Civil Engineering,3,9.0,12.67,20,2,27
Approches Formelles,1,9.0,8.0,9,9,9
Green Flexible Manufacturing Systems,1,9.0,7.0,9,9,9
Allergies Alimentaires,1,9.0,9.0,9,9,9
Electroflotation Process,1,9.0,9.0,9,9,9
Reliability,3,9.0,13.67,25,1,27
Quations Aux Drives Partielles,1,9.0,9.0,9,9,9
Diffusion Anisotrope,1,9.0,8.0,9,9,9
Applied Econo,1,9.0,8.0,9,9,9
Data Fusion,2,9.0,12.0,15,3,18
Poudre,1,9.0,9.0,9,9,9
Multi-Phase Converter And Machine Drives,1,9.0,9.0,9,9,9
Tribologie,2,9.0,9.5,13,5,18
Mousses Et Mulsions Alimentaires,1,9.0,9.0,9,9,9
Physical Medicine And Rehabilitation,1,9.0,9.0,9,9,9
Foodborne Illness,1,9.0,8.0,9,9,9
Medicinal Chemistry And Natural Products,1,9.0,9.0,9,9,9
Mthodes Exactes,1,9.0,8.0,9,9,9
Dempster-Shafer Theory,1,9.0,9.0,9,9,9
Ilc Control,1,9.0,8.0,9,9,9
Annotative Activity,1,9.0,9.0,9,9,9
Haute Tension,1,9.0,8.0,9,9,9
Kinect,1,9.0,9.0,9,9,9
Environmental Control Of Ag. Structures,1,9.0,9.0,9,9,9
Business Processus Management,1,9.0,9.0,9,9,9
Agricultural Mechanization,1,9.0,9.0,9,9,9
Molysmologie,1,9.0,8.0,9,9,9
Accepteurs De Michael Fonctionnaliss,1,9.0,9.0,9,9,9
Diffraction,1,9.0,9.0,9,9,9
Animal Sciences,1,9.0,8.0,9,9,9
Green Chemistry,2,9.0,9.5,15,3,18
Mining Engineerig,1,9.0,9.0,9,9,9
Sdimentologie,2,9.0,9.5,15,3,18
Matriaux Nanobicomposites,1,9.0,9.0,9,9,9
Analyse Syntaxique,1,9.0,9.0,9,9,9
Solar Energy,3,9.0,12.0,19,3,27
Gastroenterology - Hepatology - Endoscopy,1,9.0,8.0,9,9,9
Artificiel Intelligence,3,9.0,10.0,15,4,27
Chirurgie Viscrale,1,9.0,9.0,9,9,9
Biomolcules,1,9.0,9.0,9,9,9
Intelligent Tv,1,9.0,9.0,9,9,9
Chaotic Systems Synchronization,1,9.0,9.0,9,9,9
Shoulder Pain,1,9.0,9.0,9,9,9
Droit Des Affaires,1,9.0,8.0,9,9,9
Circuit Et Systmes Numriques,1,9.0,7.0,9,9,9
Ingnierie Dirige Par Les Modles,1,9.0,8.0,9,9,9
Croissance,1,9.0,9.0,9,9,9
Hmatologie Biologique,1,9.0,7.0,9,9,9
Knowledge Discovery From Data,1,9.0,7.0,9,9,9
Chitosananse,1,9.0,9.0,9,9,9
Job Shop Flexible,1,9.0,8.0,9,9,9
Fatigue Des Matriaux,1,9.0,9.0,9,9,9
Traitement D'Image Mdicale,1,9.0,8.0,9,9,9
Consolidation De Nps,1,9.0,9.0,9,9,9
Benchmark,1,9.0,8.0,9,9,9
Neck Pain,1,9.0,9.0,9,9,9
Monetary Policy,4,9.0,9.25,15,2,36
Applied Mechanics,1,9.0,9.0,9,9,9
Self-* Architectures,1,9.0,7.0,9,9,9
Multi-Objective Combinatorial Optimization,1,9.0,7.0,9,9,9
Physiologie Molculaire Et Cellulaire Des,1,9.0,9.0,9,9,9
Analyse Non Linaire,1,9.0,9.0,9,9,9
Low Back Pain,1,9.0,9.0,9,9,9
Zoologie,1,9.0,8.0,9,9,9
X-Rays And Neutron Scattering,1,9.0,9.0,9,9,9
Quantum Wire,1,9.0,7.0,9,9,9
Laser Machining,1,9.0,8.0,9,9,9
Valorisation Des Dchets Solides Dans Le,1,9.0,9.0,9,9,9
Analyse Des Effets,1,9.0,9.0,9,9,9
Data Analytics,1,9.0,7.0,9,9,9
Spatial Computing,1,9.0,8.0,9,9,9
Possibility Theory,1,9.0,9.0,9,9,9
Mlanges Binaires Critiques Liquides,1,9.0,9.0,9,9,9
Pseudomonas,1,9.0,9.0,9,9,9
Service Compisition,1,9.0,9.0,9,9,9
Cloud-Computing,1,9.0,8.0,9,9,9
Chickpea,1,9.0,8.0,9,9,9
Photonics - Lanthanides - Spectroscopy,1,9.0,8.0,9,9,9
Logique Floue,4,9.0,11.0,13,4,36
Systmes Embarqus Intelligents En Temps,1,9.0,8.0,9,9,9
Protines Du Lait,1,9.0,9.0,9,9,9
Courant De Fuite,1,9.0,8.0,9,9,9
Vaccinology,2,9.0,7.0,11,7,18
Transcriptomics,1,9.0,9.0,9,9,9
Renewable Energy Conversion Systems,1,9.0,9.0,9,9,9
Finances Publiques,1,9.0,6.0,9,9,9
Software Defined Networks,1,9.0,9.0,9,9,9
Solar Cooling,1,9.0,9.0,9,9,9
Gestion De L'Eau,1,9.0,9.0,9,9,9
Rock Breakage,1,9.0,9.0,9,9,9
Robotics,18,9.0,11.39,37,3,162
Spatial Statistics,1,9.0,8.0,9,9,9
Energy System Optimization,1,9.0,8.0,9,9,9
Contraintes Rsiduelles,1,9.0,9.0,9,9,9
Systmes Multi-Agents,1,9.0,9.0,9,9,9
Ces Laboratory,1,9.0,8.0,9,9,9
Gis,7,9.0,9.57,23,4,63
Pb De Contrle Et De Stabilisation,1,9.0,9.0,9,9,9
Uvites,1,9.0,8.0,9,9,9
Rainfall-Runoff Models,1,9.0,9.0,9,9,9
Business Intelligence: Data Warehousing &,1,9.0,8.0,9,9,9
Disfluencies,1,9.0,8.0,9,9,9
Mthodes Approches,1,9.0,8.0,9,9,9
Quantitative Methods In Economics And,1,9.0,9.0,9,9,9
Attacks,1,9.0,8.0,9,9,9
Inflammation In Pathologies And Drug Design,1,9.0,8.0,9,9,9
Matriaux Nanomtriques Et Nanostructurs,1,9.0,9.0,9,9,9
Microwave Ablation,1,9.0,9.0,9,9,9
Salinity Stress,1,9.0,9.0,9,9,9
Rock Microcracking,1,9.0,9.0,9,9,9
Analyse Microlocale,1,9.0,9.0,9,9,9
Incertitude,1,9.0,7.0,9,9,9
Rheumatology (Rhumatologie),1,9.0,9.0,9,9,9
Transmission Mcanique,1,9.0,9.0,9,9,9
Wireless Sensor Networks,14,8.93,14.14,25,2,125
Partial Differential Equations,10,8.9,11.4,27,0,89
Gnie Logiciel,9,8.89,13.67,19,2,80
Systmes Embarqus,6,8.83,9.83,12,1,53
Biostatistique,5,8.8,12.0,21,1,44
Applied Economics,5,8.8,14.6,22,3,44
Catalyse,5,8.8,9.6,18,2,44
Special Functions,4,8.75,8.5,14,5,35
Decision Support Systems,8,8.75,12.5,20,1,70
Materials,4,8.75,9.75,16,3,35
Mems,4,8.75,10.5,20,3,35
Geology,4,8.75,14.75,26,1,35
Pdagogie,8,8.75,12.88,17,1,70
Psychologie,4,8.75,12.75,27,1,35
Biomechanics,4,8.75,9.75,18,0,35
Speech Processing,4,8.75,12.0,22,1,35
Pathologie,3,8.67,16.33,13,1,26
Neurologie,3,8.67,8.33,13,6,26
Analyse Fonctionnelle,3,8.67,8.67,13,3,26
Exercise Physiology,3,8.67,9.33,14,3,26
Gnie Civil,6,8.67,9.17,25,0,52
Laparoscopie,3,8.67,8.33,10,8,26
Durabilit,3,8.67,10.33,25,0,26
Cardiologie,6,8.67,9.0,25,2,52
Lectronique,3,8.67,17.0,19,1,26
Electronics,11,8.64,11.36,21,0,95
Molecular Biology,22,8.64,12.32,38,1,190
Public Health,5,8.6,11.2,17,1,43
Chimie Organique,14,8.57,9.71,18,2,120
Harmonic Analysis,11,8.55,9.18,27,4,94
Genetics,11,8.55,10.55,26,1,94
Information Retrieval,14,8.5,14.0,21,1,119
Lidar,2,8.5,11.0,15,2,17
Advanced Materials,2,8.5,9.5,11,6,17
Indoor Localization,2,8.5,11.0,13,4,17
Digital Signal Processing,4,8.5,8.5,15,1,34
Chimie Des Matriaux,2,8.5,11.0,15,2,17
Handwriting Recognition,2,8.5,12.0,15,2,17
Salt Tectonics,2,8.5,9.5,14,3,17
Microelectronics,2,8.5,18.5,14,3,17
Economie Industrielle,2,8.5,8.5,9,8,17
Gastroenterology,2,8.5,10.0,11,6,17
Estimation D'Tat,2,8.5,6.0,9,8,17
Annotation,2,8.5,8.0,9,8,17
Changement Climatique,4,8.5,15.75,27,1,34
Standardization Of Lexical Resources,2,8.5,7.5,10,7,17
Ecology,6,8.5,10.67,26,2,51
Wastewater Treatment,2,8.5,8.5,9,8,17
Model Driven Architecture,2,8.5,8.5,11,6,17
Additive Manufacturing,2,8.5,8.5,10,7,17
Oncology,4,8.5,7.0,18,5,34
Real Time Systems,2,8.5,11.5,15,2,17
Speaker Identification,2,8.5,8.0,15,2,17
Reproduction,2,8.5,14.5,16,1,17
Internet-Of-Things,2,8.5,9.5,12,5,17
Pharmacovigilance,2,8.5,8.0,10,7,17
Animal Nutrition,2,8.5,9.5,14,3,17
Internet Des Objets,4,8.5,18.75,19,2,34
Mac Protocols,2,8.5,9.5,13,4,17
Hematologie,2,8.5,8.5,12,5,17
Analyse De Fourier,2,8.5,8.0,10,7,17
Automatique,16,8.5,13.88,23,1,136
Cultural Studies,4,8.5,8.5,14,1,34
Climate Change,5,8.4,11.6,26,0,42
Information System,5,8.4,10.0,15,3,42
Optimisation,18,8.39,16.39,62,1,151
Iot,42,8.38,11.52,51,1,352
Mathmatiques,14,8.36,14.29,28,0,117
Mathematics,17,8.35,10.71,29,1,142
Kalman Filter,3,8.33,8.67,11,6,25
Transport,3,8.33,8.0,15,5,25
Organic Synthesis,3,8.33,11.33,12,2,25
Epidmiologie,3,8.33,9.33,12,3,25
Polymer,3,8.33,7.33,10,5,25
Systems Control,3,8.33,19.0,21,2,25
Photoluminescence,3,8.33,8.67,10,5,25
Robust Design,3,8.33,7.33,10,6,25
Water Treatment,6,8.33,8.83,14,2,50
Cryptography,14,8.29,9.5,30,2,116
Automatic Control,8,8.25,14.38,27,1,66
Identification,4,8.25,8.0,15,2,33
Gologie,5,8.2,7.2,12,5,41
Synchronization,5,8.2,9.6,20,3,41
Nanomatriaux,6,8.17,8.5,18,1,49
Photocatalysis,6,8.17,9.83,19,3,49
Auditing,6,8.17,8.67,22,1,49
Cyber Security,6,8.17,11.0,29,1,49
Mpsoc,3,8.0,9.0,11,3,24
Mtaheuristiques,2,8.0,8.0,12,4,16
Chirurgie Pediatrique,1,8.0,6.0,8,8,8
Urologie Pediatrique,1,8.0,6.0,8,8,8
Politique Financire D'Entreprise,1,8.0,8.0,8,8,8
Caracterisations Magntiques Et Structurales,1,8.0,5.0,8,8,8
Nanomatriaux Magntiques Couches Minces,1,8.0,5.0,8,8,8
Traitement Vido,1,8.0,8.0,8,8,8
Elliptic Problem,1,8.0,8.0,8,8,8
Organic Electrochemistry,1,8.0,8.0,8,8,8
Thermal Analysis,1,8.0,8.0,8,8,8
Metaheuristics And Exact Methods,1,8.0,7.0,8,8,8
Industry 4.0,2,8.0,6.5,12,4,16
Strongly Correlated Electron Systems,1,8.0,8.0,8,8,8
Territorial And Regional D,1,8.0,7.0,8,8,8
Motor Drives,1,8.0,7.0,8,8,8
Bank Marketing,1,8.0,7.0,8,8,8
Multifractal Analysis,2,8.0,10.0,15,1,16
Data Analysis,12,8.0,13.25,40,1,96
Biometric,1,8.0,7.0,8,8,8
Fibres,2,8.0,7.0,8,8,16
Thrips,1,8.0,7.0,8,8,8
Leucmies Aigus,1,8.0,7.0,8,8,8
Vector-Borne Diseases,1,8.0,8.0,8,8,8
Environmental Geology And Water Treatment,1,8.0,7.0,8,8,8
Alternative Methods,1,8.0,7.0,8,8,8
Plm,2,8.0,6.5,11,5,16
Tutton'S Salt,1,8.0,8.0,8,8,8
Economie Exprimentale Et Comportementale,1,8.0,8.0,8,8,8
Business Cycles,1,8.0,7.0,8,8,8
Aging Power Componenet,1,8.0,7.0,8,8,8
Infrence Statistique,1,8.0,7.0,8,8,8
Information Fusion,1,8.0,7.0,8,8,8
Spin Crossover,1,8.0,7.0,8,8,8
Accounting In Developing Countries,1,8.0,7.0,8,8,8
Task Difficulty,1,8.0,4.0,8,8,8
Digital Holography,1,8.0,8.0,8,8,8
Trichologie,1,8.0,6.0,8,8,8
Ev Power Train Analysis,1,8.0,7.0,8,8,8
Ple,1,8.0,4.0,8,8,8
Les Maladies Infectieuses,1,8.0,6.0,8,8,8
Claircissement Dentaire,1,8.0,6.0,8,8,8
Fruit Flies,1,8.0,7.0,8,8,8
Valorisation Des Boues De Dsencrages,1,8.0,7.0,8,8,8
Parallel Implementations,1,8.0,6.0,8,8,8
Electrical Engineering-Signal And Image,1,8.0,6.0,8,8,8
Evolutionary Learning,1,8.0,6.0,8,8,8
Fsw,2,8.0,7.0,10,6,16
Histoire Moderne Lites Tribus,1,8.0,8.0,8,8,8
Social Issues,1,8.0,7.0,8,8,8
Real Time Wireless Sensor Networks,1,8.0,6.0,8,8,8
Wireless Network,2,8.0,6.5,8,8,16
Finite Element Method,2,8.0,8.5,12,4,16
Energy Manegement,1,8.0,7.0,8,8,8
Enviroment,1,8.0,7.0,8,8,8
Video Analysis,1,8.0,6.0,8,8,8
Biomedical Engineering And Bioimpedance,1,8.0,7.0,8,8,8
Virology- Microbiology,1,8.0,7.0,8,8,8
Rseaux De Capteurs Sans Fils,1,8.0,7.0,8,8,8
International Financial Reporting Standards,1,8.0,7.0,8,8,8
Blast Loading,1,8.0,8.0,8,8,8
Anatomie - Chirurgie Digestive Et Gnrale,1,8.0,7.0,8,8,8
Complex Systems Modeling And Simulation,1,8.0,4.0,8,8,8
Laboration,1,8.0,5.0,8,8,8
Access Control,4,8.0,12.25,21,1,32
Market Microstructure,1,8.0,7.0,8,8,8
Conformal Geometry,1,8.0,8.0,8,8,8
Family Medicine,1,8.0,6.0,8,8,8
2Nd Order Cybernetics,1,8.0,8.0,8,8,8
Fusion D'Information,1,8.0,7.0,8,8,8
Bton,1,8.0,7.0,8,8,8
Diversit Gntique Des Plantes Cultives,1,8.0,7.0,8,8,8
St&I Policy,1,8.0,8.0,8,8,8
Distributed Learning,1,8.0,6.0,8,8,8
